Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Functional Area,Industry
Software Developer, Not Disclosed by Recruiter ,3 - 6 yrs, SSIS| SSRS| Technical Training| Data Management| SQL| software development,Programming & Design,"IT Software - DBA , Datawarehousing","IT-Software, Software Services"
Software Developer, Not Disclosed by Recruiter ,1 - 6 yrs, debugging| multithreading| mvc| c| version control| debugger| xcode| opengl| mac| cocoa| design| oops| developer| ipc,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Marketing Manager,"4,00,000 - 6,00,000 PA.",1 - 5 yrs, Content Management| Content Marketing| Social Media| Digital Marketing| Social Media Marketing| seo,Marketing,"Marketing , Advertising , MR , PR , Media Planning",Other
Telesales/Telemarketing Executive/Officer, Not Disclosed by Recruiter ,2 - 5 yrs, Tele Sales Executive,Sales Support,"Sales , Retail , Business Development","Recruitment, Staffing"
Software Developer, Not Disclosed by Recruiter ,1 - 3 yrs, VBA| Macros| excel| Rpas| automation anywhere,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Sales/Business Development Manager,"2,50,000 - 2,75,000 PA.",1 - 3 yrs, educational marketing| admissions| enrollment| admission| student counselling,Retail Sales,"Sales , Retail , Business Development","Education, Teaching, Training"
Sales Executive/Officer,"2,00,000 - 3,00,000 PA.",0 - 4 yrs, direct marketing executive| Bancassurance| direct marketing| general insurance sales| insurance broking| sales marketing| life insurance| broking| securities| agency manager| branch banking| direct sales,Retail Sales,"Sales , Retail , Business Development",Insurance
Sales Executive/Officer,"1,75,000 - 4,00,000 PA.",1 - 4 yrs, Saving Account| Sales| Casa| marketing executive| Sales Executive| Current Account| Sales Officer,Retail Sales,"Sales , Retail , Business Development","Banking, Financial Services, Broking"
Sports / Physical Education Teacher, Not Disclosed by Recruiter ,5 - 7 yrs, Teaching| Educator| Counselor| Mentor| Trainer| Advisor,Life skills / ECA Teachers,"Teaching , Education , Training , Counselling","Education, Teaching, Training"
Testing Engineer,"4,00,000 - 9,00,000 PA.",3 - 8 yrs, Test Engineering| Web Technologies| Functional Testing| Regression Testing| Unit Testing| Sanity Testing| User Acceptance Testing| Interface Testing| Smoke Testing,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Outside Technical Consultant, Not Disclosed by Recruiter ,7 - 10 yrs,Unix| Technical Consultant| PL - SQL| Oracle SOA| SQL| R12| Oracle SCM| XML| Oracle EBS| Oracle Reports| Oracle Forms,System Design/Implementation/ERP/CRM,"IT Software - DBA , Datawarehousing","IT-Software, Software Services"
Marketing Research Executive/Manager, Not Disclosed by Recruiter ,3 - 5 yrs, Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| Vendor Management| Asset Management,Marketing Research,"Marketing , Advertising , MR , PR , Media Planning","Recruitment, Staffing"
Software Developer,"14,00,000 - 24,00,000 PA.",5 - 8 yrs,javascript| html5| front end| Node.Js| React.Js| jQuery| ExtJS,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Associate/Senior Associate -(NonTechnical), Not Disclosed by Recruiter ,0 - 3 yrs, Issue| Spot| Inbound calls| Bonus| Software| Technical support| Night shift,Voice,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services"
Software Developer, Not Disclosed by Recruiter ,0 - 2 yrs, Web technologies| PHP| SQL| CSS| MySQL| Wordpress| Javascript| HTML| SEO| Off-page optimization,Programming & Design,"IT Software - Application Programming , Maintenance","Education, Teaching, Training"
Testing Engineer, Not Disclosed by Recruiter ,1 - 2 yrs, Test Scenarios| Test Data| Automation Testing| Integration Testing| Test Cases| Defect Reporting| Defect Tracking| Test Case Creation| Bug Tracking| System Testing| ISTQB,Programming & Design,IT Software - QA & Testing,"IT-Software, Software Services"
Software Developer, Not Disclosed by Recruiter ,5 - 10 yrs, VHDL| Verilog| Debugging| HDL| Timing closure| RF| FPGA| WiMax| WiFi| IPS,Programming & Design,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","Recruitment, Staffing"
Software Developer, Not Disclosed by Recruiter ,1 - 4 yrs, Javascript| PHP| XML| ERP| css| technical| analytical| software| wordpress| cms| HTML| tools| coding| web| optimization| MySQL| design| debugging| Ajax| development| testing| Joomla| jQuery| CRM,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Technical Support Engineer,"1,25,000 - 1,75,000 PA.",0 - 0 yrs, MCSA| bca| software| networking| mca| CCNA| telecommunication| system administrator| network administrator| mcse| diploma| electronics engineering| ec| hardware| freshers| network engineer| dns| windows| College| system admin| n+,Admin/Maintenance/Security/Datawarehousing,"IT Software - Network Administration , Security",IT-Hardware & Networking
Software Developer, Not Disclosed by Recruiter ,3 - 5 yrs, Unix| Maven| Automation| Linux| Data modeling| Infrastructure management| Agile| Application development| Apache| Information technology,Programming & Design,"IT Software - DBA , Datawarehousing","IT-Software, Software Services"
System Security, Not Disclosed by Recruiter ,5 - 9 yrs, Applications Security| Security| Java| Vulnerability Assessment| Security Testing,Admin/Maintenance/Security/Datawarehousing,"IT Software - Network Administration , Security","IT-Software, Software Services"
Medical Representative, Not Disclosed by Recruiter ,10 - 15 yrs, Area Sales Management,Retail Sales,"Sales , Retail , Business Development","Industrial Products, Heavy Machinery"
Technical Architect, Not Disclosed by Recruiter ,12 - 20 yrs,Java| java j2ee| Microservices| React.Js| Angularjs| Web Development| architect,Programming & Design,IT Software - Other,"IT-Software, Software Services"
Software Developer, Not Disclosed by Recruiter ,5 - 8 yrs, c| software| documents| level| testing| tools| tracking| quality| gis| automation| computer science| optimization| quality assurance| linux| design| scrum| handling| agile| publishing,Programming & Design,IT Software - QA & Testing,"Semiconductors, Electronics"
Software Developer, Not Disclosed by Recruiter ,3 - 7 yrs, QC| Quality control| Q.A| Inspection| Quality Engineer| Q.C.| Quality assurance| Quality| Testing,Programming & Design,IT Software - QA & Testing,"Recruitment, Staffing"
Software Developer, Not Disclosed by Recruiter ,1 - 5 yrs, C++| C| XML| Analytical| SMS| JSON| Project delivery| IOS| international clients| Business Executive,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Software Developer, Not Disclosed by Recruiter ,5 - 8 yrs,C| Web technologies| TDD| html5| Silverlight| Agile development| Unit testing| WPF| JIRA,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Technical Support Engineer, Not Disclosed by Recruiter ,5 - 10 yrs, Switching| Juniper| WAN| Security,Admin/Maintenance/Security/Datawarehousing,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Software Developer, Not Disclosed by Recruiter ,2 - 4 yrs, mongodb| node.js| angularjs| Javascript| html| css| Bootstrap| REST| SOAP,Programming & Design,IT Software - Client/Server Programming,"IT-Software, Software Services"
Nurse, Not Disclosed by Recruiter ,2 - 5 yrs, Staff Nurse| Nurses| EMERGENCY| CASUALTY| WARDS| GNM| PCBSC| Healthcare| ICU,Medical Professional,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Medical, Healthcare, Hospitals"
Software Developer, Not Disclosed by Recruiter ,3 - 6 yrs,L3 Protocols| L2| Python| IP Networking| Microservices,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Service/Maintenance Engineer, Not Disclosed by Recruiter ,15 - 18 yrs, General Manager Maintenance| Service| ISO| Printing| Stores| Technical support| Plant operations| Scheduling| Monitoring| Predictive maintenance,Production/Manufacturing/Maintenance,"Production , Manufacturing , Maintenance","Recruitment, Staffing"
Graphic Designer, Not Disclosed by Recruiter ,3 - 6 yrs, Illustrator| Photoshop| Brand building| Corporate marketing| Java| Graphic designing| Brand awareness| HTML| Adobe| MS Office Word,Creative,"Design , Creative , User Experience","Education, Teaching, Training"
Design Engineer, Not Disclosed by Recruiter ,10 - 14 yrs, Usage| Front end| Illustrator| Process improvement| Consulting| Agile| Design management| Photoshop| Adobe| Visual Design,Engineering Design,"Engineering Design , R&D","IT-Software, Software Services"
Sales/Business Development Manager,"4,50,000 - 5,50,000 PA.",5 - 10 yrs, prime| manager| sales| marketing| sales manager| marketing manager| business development| property sales| real estate sales| real estate| construction| property| developers| satellite,Corporate Sales,"Sales , Retail , Business Development","Real Estate, Property"
Team Lead/Technical Lead, Not Disclosed by Recruiter ,2 - 5 yrs,UML| Perl| Python| White box testing| Automation testing| GIT| OOAD| Linux kernel| X86| Programming,Programming & Design,IT Software - System Programming,"Automobile, Auto Anciliary, Auto Components"
Software Developer, Not Disclosed by Recruiter ,3 - 5 yrs, Javascript| Java EE| Rest| JSON| XML| SOAP| Web Services| PHP| Open Source| Spring| FreeBSD| Linux,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Company Secretary,"6,00,000 - 10,00,000 PA.",0 - 5 yrs, company secretary| Compliance| secretarial activities,Senior Management,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance"
Software Developer, Not Disclosed by Recruiter ,3 - 4 yrs, Core Data| Cocoa Framework| Swift| Objective C| IOS| Cocoa Touch,Programming & Design,IT Software - System Programming,"Medical, Healthcare, Hospitals"
Sales/Business Development Manager,"3,00,000 - 4,50,000 PA.",2 - 6 yrs, inside sales| cold calling| lead generation| elevators| Business development| sales,Retail Sales,"Sales , Retail , Business Development","Industrial Products, Heavy Machinery"
Software Developer, Not Disclosed by Recruiter ,1 - 4 yrs, Networking| Linux| Network operations| Redhat| Basic| server| Windows OS| it| windows| monitoring| Server OS| tools| Monitoring tools| Infrastructure| email,Programming & Design,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Purchase Executive, Not Disclosed by Recruiter ,5 - 8 yrs, operations management| Order Management| procurement management| supply chain| team leading| Purchase Management| sourcing management| Order Processing,Purchase/Material Management,Purchase / Logistics / Supply Chain,"Semiconductors, Electronics"
Team Lead/Technical Lead,Openings: 5,6 - 9 Years,Java|Maven|GIT|Docker|MQ|Agile|Spring Framework|SQL Database|MongoDB|Devops,Programming & Design,"IT Software - Application Programming , Maintenance",IT-Software / Software Services
Marketing Manager, Not Disclosed by Recruiter ,1 - 6 yrs, Engineering services| Design engineering| Automobile| MIN| Product design| Die casting,Marketing,"Marketing , Advertising , MR , PR , Media Planning","IT-Software, Software Services"
Analytical Chemistry Associate/Scientist, Not Disclosed by Recruiter ,4 - 9 yrs, Method validation| bioanalytical| Research| Research Associate| HPLC,R&D,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Recruitment, Staffing"
Sales Executive/Officer, Not Disclosed by Recruiter ,0 - 3 yrs, tele - caller,Retail Sales,"Sales , Retail , Business Development","IT-Software, Software Services"
Client Servicing/Key Account Manager, Not Disclosed by Recruiter ,3 - 7 yrs, MIS reporting| advertising agency| Online marketing| Social media| Corporate Communication| Account management| Revenue generation| Business Executive| Monitoring| Account planning,Corporate Sales,"Sales , Retail , Business Development","Advertising, PR, MR, Event Management"
Business Analyst, Not Disclosed by Recruiter ,2 - 7 yrs, Business Analyst| Business analysis| Salesforce.com| Microsoft Dynamics| Real estate| CRM,System Design/Implementation/ERP/CRM,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
Business Analyst, Not Disclosed by Recruiter ,4 - 7 yrs, Business analysis| Project Coordinator| Project planning| Management| Business Analyst| Conceptualization| Business Executive,System Design/Implementation/ERP/CRM,"IT Software - Application Programming , Maintenance","IT-Software, Software Services"
